Type,Condition,Primary_secondary_type,Code,MedCode,Term,Description,Source
Disease,Diabetes,Primary care,C109211,67905,Type II diabetes mellitus with neurological complications,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109211,,Type II diabetes mellitus with neurological complications,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109211,,Type II diabetes mellitus with neurological complications,Type II diabetes mellitus with neurological complications,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109212,,Type 2 diabetes mellitus with neurological complications,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109212,45919,Type 2 diabetes mellitus with neurological complications,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109212,,Type 2 diabetes mellitus with neurological complications,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109212,,Type 2 diabetes mellitus with neurological complications,Type 2 diabetes mellitus with neurological complications,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109300,,Non-insulin-dependent diabetes mellitus with multiple comps,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109300,,Non-insulin-dependent diabetes mellitus with multiple comps,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109300,,Non-insulin-dependent diabetes mellitus with multiple comps,Non-insulin-dependent diabetes mellitus with multiple comps,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109312,,Type 2 diabetes mellitus with multiple complications,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109400,,Non-insulin dependent diabetes mellitus with ulcer,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109400,,Non-insulin dependent diabetes mellitus with ulcer,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109400,,Non-insulin dependent diabetes mellitus with ulcer,Non-insulin dependent diabetes mellitus with ulcer,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109411,,Type II diabetes mellitus with ulcer,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109411,55075,Type II diabetes mellitus with ulcer,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109411,,Type II diabetes mellitus with ulcer,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109411,,Type II diabetes mellitus with ulcer,Type II diabetes mellitus with ulcer,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109412,,Type 2 diabetes mellitus with ulcer,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109412,65704,Type 2 diabetes mellitus with ulcer,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109412,,Type 2 diabetes mellitus with ulcer,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109412,,Type 2 diabetes mellitus with ulcer,Type 2 diabetes mellitus with ulcer,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109500,,Non-insulin dependent diabetes mellitus with gangrene,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109500,,Non-insulin dependent diabetes mellitus with gangrene,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109500,,Non-insulin dependent diabetes mellitus with gangrene,Non-insulin dependent diabetes mellitus with gangrene,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109511,,Type II diabetes mellitus with gangrene,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109511,62107,Type II diabetes mellitus with gangrene,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109511,,Type II diabetes mellitus with gangrene,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109511,,Type II diabetes mellitus with gangrene,Type II diabetes mellitus with gangrene,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109512,,Type 2 diabetes mellitus with gangrene,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109512,46150,Type 2 diabetes mellitus with gangrene,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109512,,type 2 diabetes mellitus with gangrene,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109600,,Non-insulin-dependent diabetes mellitus with retinopathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109600,17262,Non-insulin-dependent diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109600,,Non-insulin-dependent diabetes mellitus with retinopathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109600,,Non-insulin-dependent diabetes mellitus with retinopathy,Non-insulin-dependent diabetes mellitus with retinopathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109611,,Type II diabetes mellitus with retinopathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109611,58604,Type II diabetes mellitus with retinopathy,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109611,58604,Type II diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109611,,Type II diabetes mellitus with retinopathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109611,,Type II diabetes mellitus with retinopathy,Type II diabetes mellitus with retinopathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109612,,Type 2 diabetes mellitus with retinopathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109612,42762,Type 2 diabetes mellitus with retinopathy,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109612,42762,Type 2 diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109612,,Type 2 diabetes mellitus with retinopathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109612,,Type 2 diabetes mellitus with retinopathy,Type 2 diabetes mellitus with retinopathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109700,,Non-insulin dependent diabetes mellitus - poor control,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109700,,Non-insulin dependent diabetes mellitus - poor control,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109700,,Non-insulin dependant diabetes mellitus - poor control,Non-insulin dependant diabetes mellitus - poor control,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109711,,Type II diabetes mellitus - poor control,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109711,24458,Type II diabetes mellitus - poor control,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109711,,Type II diabetes mellitus - poor control,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109711,,Type II diabetes mellitus - poor control,Type II diabetes mellitus - poor control,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109712,,Type 2 diabetes mellitus - poor control,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109712,45913,Type 2 diabetes mellitus - poor control,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109712,,Type 2 diabetes mellitus - poor control,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109712,,Type 2 diabetes mellitus - poor control,Type 2 diabetes mellitus - poor control,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109900,,Non-insulin-dependent diabetes mellitus without complication,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109900,,Non-insulin-dependent diabetes mellitus without complication,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109900,,Non-insulin-dependent diabetes mellitus without complication,Non-insulin-dependent diabetes mellitus without complication,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109911,,Type II diabetes mellitus without complication,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109912,,Type 2 diabetes mellitus without complication,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109A00,,Non-insulin dependent diabetes mellitus with mononeuropathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109A00,,Non-insulin dependent diabetes mellitus with mononeuropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109A00,,Non-insulin dependent diabetes mellitus with mononeuropathy,Non-insulin dependent diabetes mellitus with mononeuropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109A11,,Type II diabetes mellitus with mononeuropathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109A11,50813,Type II diabetes mellitus with mononeuropathy,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109A11,,Type II diabetes mellitus with mononeuropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109A11,,Type II diabetes mellitus with mononeuropathy,Type II diabetes mellitus with mononeuropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109B00,,Non-insulin dependent diabetes mellitus with polyneuropathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109B00,,Non-insulin dependent diabetes mellitus with polyneuropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109B00,,Non-insulin dependent diabetes mellitus with polyneuropathy,Non-insulin dependent diabetes mellitus with polyneuropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109B11,,Type II diabetes mellitus with polyneuropathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109B11,47409,Type II diabetes mellitus with polyneuropathy,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109B11,,Type II diabetes mellitus with polyneuropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109B11,,Type II diabetes mellitus with polyneuropathy,Type II diabetes mellitus with polyneuropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109B12,,Type 2 diabetes mellitus with polyneuropathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109C00,,Non-insulin dependent diabetes mellitus with nephropathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109C00,,Non-insulin dependent diabetes mellitus with nephropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109C00,,Non-insulin dependent diabetes mellitus with nephropathy,Non-insulin dependent diabetes mellitus with nephropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109C11,,Type II diabetes mellitus with nephropathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109C11,64571,Type II diabetes mellitus with nephropathy,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109C11,,Type II diabetes mellitus with nephropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109C11,,Type II diabetes mellitus with nephropathy,Type II diabetes mellitus with nephropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109C12,,Type 2 diabetes mellitus with nephropathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109C12,24836,Type 2 diabetes mellitus with nephropathy,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109C12,,Type 2 diabetes mellitus with nephropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109C12,,Type 2 diabetes mellitus with nephropathy,Type 2 diabetes mellitus with nephropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109D00,,Non-insulin dependent diabetes mellitus with hypoglyca coma,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109D00,,Non-insulin dependent diabetes mellitus with hypoglyca coma,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109D00,,Non-insulin dependent diabetes mellitus with hypoglyca coma,Non-insulin dependent diabetes mellitus with hypoglyca coma,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109D11,,Type II diabetes mellitus with hypoglycaemic coma,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109D11,56268,Type II diabetes mellitus with hypoglycaemic coma,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109D11,,Type II diabetes mellitus with hypoglycaemic coma,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
